raw_station_name,canonical_station_name,station_key,line_code
OSSINGTON TO KEELE STA,Ossington,ST_050,BD
OSSINGTON TO PAPE,Ossington,ST_050,BD
OSSINGTON TO ST GEORGE,Ossington,ST_050,BD
PAPE,Pape,ST_058,BD
PAPE STATION,Pape,ST_058,BD
PIONEER VILLAGE AND VA,Pioneer Village,ST_036,YU
PIONEER VILLAGE STATIO,Pioneer Village,ST_036,YU
PIONEER VILLAGE TO VAU,Pioneer Village,ST_036,YU
PLATFORM 2 FINCH,Finch,ST_001,YU
QUEEN AND YONGE,Queen,ST_015,YU
QUEEN QUAY STATION,Queen,ST_015,YU
QUEEN STATION,Queen,ST_015,YU
QUEEN STATION - EAST S,Queen,ST_015,YU
QUEEN STATION TO ST AN,Queen,ST_015,YU
QUEEN TO MUSEUM STATIO,Queen,ST_015,YU
QUEEN'S PARK STATION,Queen's Park,ST_021,YU
QUEEN'S PARK STATION (,Queen's Park,ST_021,YU
QUEEN'S QUAY - UNION,Queen,ST_015,YU
QUEEN'S QUAY STATION,Queen,ST_015,YU
QUEENS PARK STATION,Queen's Park,ST_021,YU
QUEENS QUAY (UNION),Queen,ST_015,YU
QUEENS QUAY ELEAVATOR,Queen,ST_015,YU
QUEENS QUAY ELEVATOR,Queen,ST_015,YU
QUEENS QUAY LOOP,Queen,ST_015,YU
QUEENS QUAY STATION,Queen,ST_015,YU
QUEENS QUAY STATION (,Queen,ST_015,YU
QUEENS' QUAY STATION,Queen,ST_015,YU
ROSEDALE STATION,Rosedale,ST_010,YU
ROSEDALE TO BLOOR,Rosedale,ST_010,YU
ROSEDALE-WELLESLEY STA,Wellesley,ST_012,YU
ROXBOROUGH AND YONGE,Unknown,ST_000,YU
ROYAL YORK AND ISLINGT,Royal York,ST_041,BD
ROYAL YORK STATION,Royal York,ST_041,BD
ROYAL YORK STATION (AP,Royal York,ST_041,BD
ROYAL YORK STATION(APP,Royal York,ST_041,BD
ROYAL YORK TO DONLANDS,Royal York,ST_041,BD
RUNNYMEDE STATION,Runnymede,ST_044,BD
RUSSEL HILL EE - INTRU,Unknown,ST_000,YU
RUSSELL SUBSTATION,Unknown,ST_000,YU
S/E MUSEUM / TO SE SPA,Museum,ST_022,YU
S/O TEDDINGTON TO S/O,Unknown,ST_000,YU
SAFE APP,Unknown,ST_000,BD
SCARBOROUGH CENTRE STA,Scarborough Centre,ST_074,SRT
SCARBOROUGH CTR STATIO,Scarborough Centre,ST_074,SRT
SCARBOROUGH RAPID LINE,Scarborough Centre,ST_074,SRT
SCARBOROUGH RAPID TRAN,Scarborough Centre,ST_074,SRT
SCARBOROUGH RT,Scarborough Centre,ST_074,SRT
SCARBOROUGH SRT,Scarborough Centre,ST_074,SRT
SCARBOROUGH TOWN CENTR,Scarborough Centre,ST_074,SRT
SHEBOURNE STATION,Sherbourne,ST_054,BD
SHEPPARD - EGLINTON ST,Sheppard-Yonge,ST_003,YU
SHEPPARD - YONGE (LINE,Sheppard-Yonge,ST_003,YU
SHEPPARD AND YORK MIL,Sheppard-Yonge,ST_003,YU
SHEPPARD DISTRUBTION,Sheppard-Yonge,ST_003,YU
SHEPPARD HUB,Sheppard-Yonge,ST_003,YU
SHEPPARD LINE,Sheppard-Yonge,ST_003,YU
SHEPPARD SIGNAL POWER,Sheppard-Yonge,ST_003,YU
SHEPPARD STATION,Sheppard-Yonge,ST_003,YU
SHEPPARD STATION - EGL,Sheppard-Yonge,ST_003,YU
SHEPPARD STATION TO CO,Sheppard-Yonge,ST_003,YU
SHEPPARD STATION TO EG,Sheppard-Yonge,ST_003,YU
SHEPPARD SUBSTATION,Sheppard-Yonge,ST_003,YU
SHEPPARD TAIL,Sheppard-Yonge,ST_003,YU
SHEPPARD TO BLOOR,Sheppard-Yonge,ST_003,YU
SHEPPARD TO COLLEGE ST,Sheppard-Yonge,ST_003,YU
SHEPPARD TO EGLINTON,Sheppard-Yonge,ST_003,YU
SHEPPARD TO EGLINTON L,Sheppard-Yonge,ST_003,YU
SHEPPARD TO EGLINTON S,Sheppard-Yonge,ST_003,YU
SHEPPARD TO ST CLAIR S,Sheppard-Yonge,ST_003,YU
SHEPPARD TO ST. CLAIR,Sheppard-Yonge,ST_003,YU
SHEPPARD TO YORK MILLS,Sheppard-Yonge,ST_003,YU
SHEPPARD WEST - FINCH,Sheppard West,ST_032,YU
SHEPPARD WEST - ST CLA,Sheppard West,ST_032,YU
SHEPPARD WEST EE (3940,Sheppard West,ST_032,YU
SHEPPARD WEST SATION,Sheppard West,ST_032,YU
SHEPPARD WEST STATION,Sheppard West,ST_032,YU
SHEPPARD WEST TO FINCH,Sheppard West,ST_032,YU
SHEPPARD WEST TO ST CL,Sheppard West,ST_032,YU
SHEPPARD WEST TO UNION,Sheppard West,ST_032,YU
SHEPPARD WEST TO WILSO,Sheppard West,ST_032,YU
SHEPPARD WYE,Sheppard-Yonge,ST_003,YU
SHEPPARD YONGE STATION,Sheppard-Yonge,ST_003,SHP
SHEPPARD- YONGE STATIO,Sheppard-Yonge,ST_003,SHP
SHEPPARD-YONGE AND DON,Sheppard-Yonge,ST_003,SHP
SHEPPARD-YONGE AND ST,Sheppard-Yonge,ST_003,SHP
SHEPPARD-YONGE LINE 4,Sheppard-Yonge,ST_003,SHP
SHEPPARD-YONGE STATION,Sheppard-Yonge,ST_003,SHP
SHEPPARD-YONGE TAIL TR,Sheppard-Yonge,ST_003,SHP
SHERBOURNE STATION,Sherbourne,ST_054,BD
SHPPARD STATION TO COL,Sheppard-Yonge,ST_003,YU
SINGLE LINE OPERATIONS,Unknown,ST_000,YU
SLOW ZONE LAWRENCE EAS,Lawrence,ST_005,YU
SOUTH BOUND SOUTH OF L,Unknown,ST_000,SRT
SOUTH HOSTLER,Unknown,ST_000,YU
SPADINA AND ADELAIDE,Spadina,ST_024,YU
SPADINA AND DUNDAS,Spadina,ST_024,YU
SPADINA BD STATION,Spadina,ST_024,YU
SPADINA BD STATON,Spadina,ST_024,BD
SPADINA STATION,Spadina,ST_024,BD
SPADINA TO KING,Spadina,ST_024,YU
SPADINA TO ST ANDREW,Spadina,ST_024,YU
SPADINA TO ST ANDREW S,Spadina,ST_024,YU
SPADINA TO ST GEORGE B,Spadina,ST_024,YU
SPADINA TO WILSON STAT,Spadina,ST_024,YU
SPADINA YU STATION,Spadina,ST_024,YU
SPADINA YUS STATION,Spadina,ST_024,YU
SPADINA YUS STATION -,Spadina,ST_024,YU
SRT - LINE 3,Unknown,ST_000,SRT
SRT LINE,Kennedy,ST_066,SRT
SRT LINE 3,Unknown,ST_000,SRT
SRT YARD,McCowan,ST_075,SRT
ST ANDREW,St. Andrew,ST_018,YU
ST ANDREW STATION,St. Andrew,ST_018,YU
ST ANDREW STATION TO O,St. Andrew,ST_018,YU
ST ANDREW STATION TO S,St. Andrew,ST_018,YU
ST ANDREW STATION TO U,St. Andrew,ST_018,YU
ST ANDREW STATON,St. Andrew,ST_018,YU
ST ANDREW TO ST CLAIR,St. Andrew,ST_018,YU
ST ANDREW TO ST GEORGE,St. Andrew,ST_018,YU
ST ANDREW TO UNION,St. Andrew,ST_018,YU
ST CLAIR - FINCH STATI,St. Clair,ST_008,YU
ST CLAIR - ROSEDALE,St. Clair,ST_008,YU
ST CLAIR - YORK MILLS,York Mills,ST_004,YU
ST CLAIR AND UNION STA,St. Clair,ST_008,YU
ST CLAIR E OF YONGE,St. Clair,ST_008,YU
ST CLAIR STAITON,St. Clair,ST_008,YU
ST CLAIR STATION,St. Clair,ST_008,YU
ST CLAIR STATION (APPR,St. Clair,ST_008,YU
ST CLAIR STATION - UPP,St. Clair,ST_008,YU
ST CLAIR STATION TO SH,St. Clair,ST_008,YU
ST CLAIR TO DAVISVILLE,St. Clair,ST_008,YU
ST CLAIR TO FINCH STAT,St. Clair,ST_008,YU
ST CLAIR TO LAWRENCE S,St. Clair,ST_008,YU
ST CLAIR TO ST ANDREW,St. Clair,ST_008,YU
ST CLAIR TO YORK MILLS,St. Clair,ST_008,YU
ST CLAIR WEST STATION,St. Clair West,ST_026,YU
ST CLAIR WEST TO DUPON,St. Clair West,ST_026,YU
ST CLAIR WEST TO KING,St. Clair West,ST_026,YU
ST CLAIR WEST TO ST AN,St. Clair West,ST_026,YU
ST CLAIR WEST TO VMC S,St. Clair West,ST_026,YU
ST GEOGE STATION,St. George,ST_023,YU
ST GEORGE - DUPONT STA,St. George,ST_023,YU
ST GEORGE - LAWRENCE W,Lawrence West,ST_029,YU
ST GEORGE AND BLOOR,St. George,ST_023,YU
ST GEORGE AND WOODBINE,St. George,ST_023,YU
ST GEORGE BD STATION,St. George,ST_023,YU
ST GEORGE BD STATION (,St. George,ST_023,YU
ST GEORGE BD/YU STATIO,St. George,ST_023,BD
ST GEORGE STAION - LE,St. George,ST_023,YU
ST GEORGE STATION,St. George,ST_023,YU
ST GEORGE STATION TO B,St. George,ST_023,YU
ST GEORGE STATION TO S,St. George,ST_023,YU
ST GEORGE TO BAY STATI,St. George,ST_023,YU
ST GEORGE TO BROADVIEW,St. George,ST_023,YU
ST GEORGE TO LAWRENCE,St. George,ST_023,YU
ST GEORGE TO PAPE,St. George,ST_023,YU
ST GEORGE TO QUEENS PA,St. George,ST_023,YU
ST GEORGE TO SHEPPARD,St. George,ST_023,YU
ST GEORGE TO SPADINA,St. George,ST_023,YU
ST GEORGE TO WOODBINE,St. George,ST_023,YU
ST GEORGE YUS STATION,St. George,ST_023,YU
ST PATRICK STATION,St. Patrick,ST_020,YU
ST PATRICK STATION TO,St. Patrick,ST_020,YU
ST. ANDREW STATION,St. Andrew,ST_018,YU
ST. CLAIR AND SHEPPARD,St. Clair,ST_008,YU
ST. CLAIR STATION,St. Clair,ST_008,YU
ST. CLAIR STATION (APP,St. Clair,ST_008,YU
ST. CLAIR STATION TO S,St. Clair,ST_008,YU
ST. CLAIR TO BLOOR,St. Clair,ST_008,YU
ST. CLAIR TO COLLEGE S,St. Clair,ST_008,YU
ST. CLAIR WEST,St. Clair West,ST_026,YU
ST. CLAIR WEST - KING,St. Clair West,ST_026,YU
ST. CLAIR WEST STATION,St. Clair West,ST_026,YU
ST. CLAIR WEST TO SHEP,St. Clair West,ST_026,YU
ST. CLAIR WEST TO ST.,St. Clair West,ST_026,YU
ST. GEORGE STATION,St. George,ST_023,YU
ST. GEORGE TO ST. ANDR,St. George,ST_023,YU
ST. PATRICK STATION,St. Patrick,ST_020,YU
ST.GEORGE STATION YU,St. George,ST_023,YU
STATION,Unknown,ST_000,YU
STC,Scarborough Centre,ST_074,SRT
STR. CLAIR WEST STATIO,St. Clair West,ST_026,YU
SUBWAY CLOSURE,Unknown,ST_000,BD
SUBWAY CLOSURE BLOOR-D,Bloor-Yonge,ST_011,YU
SUBWAY CLOSURE EARLY A,Unknown,ST_000,YU
SUBWAY CLOSURE: EARLY,Unknown,ST_000,YU
SUBWAY CLOSURE: KIPLIN,Unknown,ST_000,BD
SUBWAY CLOSURE: LAWREN,Unknown,ST_000,YU
SUBWAY CLOSURE: ST GEO,Unknown,ST_000,YU
SUBWAY CLOSURE: WARDEN,Warden,ST_065,BD
SUBWAY CLOSURE: WEEKEN,Unknown,ST_000,YU
SUBWAY CLOSURE: WOODBI,Unknown,ST_000,BD
SUBWAY LINE 1 YONGE -,Unknown,ST_000,YU
SUBWAY OPS BUILDING,Unknown,ST_000,YU
SUBWAY: LINE 1 (YONGE-,Unknown,ST_000,YU
SUMMER HILL STATION,Summerhill,ST_009,YU
SUMMERHILL STATION,Summerhill,ST_009,YU
SUMMERHILL STATION TO,Summerhill,ST_009,YU
SUMMERHILL TO BLOOR,Summerhill,ST_009,YU
SYSTEM WIDE,Unknown,ST_000,YU
SYSTEMWIDE,Unknown,ST_000,SHP
TEDDINGTON EE,Unknown,ST_000,YU
THE POND EMERGENCY EXI,Unknown,ST_000,YU
TMU STATION,Dundas,ST_014,YU
TMU STATION (APPROACHI,Dundas,ST_014,YU
TORO RD EE,Unknown,ST_000,YU
TORONTO TRANIST COMMIS,Unknown,ST_000,YU
TORONTO TRANSIC COMMIS,Unknown,ST_000,SRT
TORONTO TRANSIT COMMII,Unknown,ST_000,YU
TORONTO TRANSIT COMMIS,Unknown,ST_000,SHP
TORONTO TRANSIT CONTRO,Unknown,ST_000,BD
TOROTOTO TRANSIT COMMI,Unknown,ST_000,SHP
TRACK LEVEL ACTIVITY,Unknown,ST_000,YU
TRANSIT CONTROL,Unknown,ST_000,YU
TRANSIT CONTROL CENTRE,Unknown,ST_000,YU
UNION,Union,ST_017,YU
UNION (TO FINCH),Finch,ST_001,YU
UNION - KING,Union,ST_017,YU
UNION - TO ST ANDREW,St. Andrew,ST_018,YU
UNION - UNIVERSITY,Union,ST_017,YU
UNION AND DOWNSVIEW,Union,ST_017,YU
UNION AND HIGHWAY 407,Union,ST_017,YU
UNION AND LESLIE,Union,ST_017,YU
UNION CENTRE TRACK,Union,ST_017,YU
UNION HUB,Union,ST_017,YU
UNION STATION,Union,ST_017,YU
UNION STATION ( TOWARD,Union,ST_017,YU
UNION STATION (ST ANDR,Union,ST_017,YU
UNION STATION (TO KING,Union,ST_017,YU
UNION STATION (TO ST A,Union,ST_017,YU
UNION STATION (TO ST.A,Union,ST_017,YU
UNION STATION (TOWARD,Union,ST_017,YU
UNION STATION (TOWARDS,Union,ST_017,YU
UNION STATION (YONGE L,Union,ST_017,YU
UNION STATION - FINCH,Union,ST_017,YU
UNION STATION - HUB,Union,ST_017,YU
UNION STATION - KING,Union,ST_017,YU
UNION STATION - KING S,Union,ST_017,YU
UNION STATION - NB TO,Union,ST_017,YU
UNION STATION - ST AND,Union,ST_017,YU
UNION STATION - TO KIN,Union,ST_017,YU
UNION STATION - TOWARD,Union,ST_017,YU
UNION STATION BROOKFIE,Union,ST_017,YU
UNION STATION FROM KIN,Union,ST_017,YU
UNION STATION HUB,Union,ST_017,YU
UNION STATION TO FINCH,Union,ST_017,YU
UNION STATION TO KING,Union,ST_017,YU
UNION STATION TO ST A,Union,ST_017,YU
UNION STATION TO ST AN,Union,ST_017,YU
UNION STATION TO ST. A,Union,ST_017,YU
UNION STATION TO VMC,Union,ST_017,YU
UNION STATION TOWARD K,Union,ST_017,YU
UNION STATION TOWARD S,Union,ST_017,YU
UNION STATION TOWARDS,Union,ST_017,YU
UNION STATION(TOWARD K,Union,ST_017,YU
UNION STATION- ST ANDR,Union,ST_017,YU
UNION STATION--ST ANDR,Union,ST_017,YU
UNION STATION-KING,Union,ST_017,YU
UNION TO BLOOR,Union,ST_017,YU
UNION TO FINCH,Union,ST_017,YU
UNION TO FINCH STATION,Union,ST_017,YU
UNION TO KING,Union,ST_017,YU
UNION TO KING STATION,Union,ST_017,YU
UNION TO KING STATIONS,Union,ST_017,YU
UNION TO SHEPPARD WEST,Union,ST_017,YU
UNION TO ST ANDREW,Union,ST_017,YU
UNION TO ST ANDREW STA,Union,ST_017,YU
UNION TO ST. ANDREW,Union,ST_017,YU
UNION TO ST. ANDREW ST,Union,ST_017,YU
UNION TO WILSON,Union,ST_017,YU
UNION TOWARDS TO KING,Union,ST_017,YU
UNIVERSITY AND QUEEN,Queen,ST_015,YU
UNKNOWN LOCATION,Unknown,ST_000,YU
VARIOUS LOCATION,Unknown,ST_000,YU
VARIOUS LOCATIONS,Unknown,ST_000,YU
VARIOUS LOCATIONS LINE,Unknown,ST_000,YU
VARIOUS STATIONS,Unknown,ST_000,YU
VARIOUS STATIONS - SYS,Unknown,ST_000,YU
VAUGHAN MC STATION,Vaughan Metropolitan Centre,ST_038,YU
VAUGHAN MC STATION (PL,Vaughan Metropolitan Centre,ST_038,YU
VAUGHAN MC STATION TO,Vaughan Metropolitan Centre,ST_038,YU
VAUGHAN MC TO FINCH ST,Vaughan Metropolitan Centre,ST_038,YU
VAUGHAN MC TO FINCH WE,Vaughan Metropolitan Centre,ST_038,YU
VAUGHAN MC TO MUSEUM S,Vaughan Metropolitan Centre,ST_038,YU
VIADUCT,Unknown,ST_000,BD
VICTORIA PARK - WARDEN,Victoria Park,ST_064,BD
VICTORIA PARK STATION,Victoria Park,ST_064,BD
VICTORIA PARK STATION-,Victoria Park,ST_064,BD
VICTORIA PARK TO KENNE,Victoria Park,ST_064,BD
VICTORIA PARK TO WARDE,Victoria Park,ST_064,BD
VMC - ST CLAIR,St. Clair,ST_008,YU
VMC AND FINCH WEST STA,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION ( PLAT 2 ),Vaughan Metropolitan Centre,ST_038,YU
VMC STATION (ENTERING),Vaughan Metropolitan Centre,ST_038,YU
VMC STATION (PLAT 1),Vaughan Metropolitan Centre,ST_038,YU
VMC STATION (PLATFORM,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION (PLATFORM),Vaughan Metropolitan Centre,ST_038,YU
VMC STATION - PLAT 1,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION PL 1,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION PL 2,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION PLAT 1,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION PLAT 2,Vaughan Metropolitan Centre,ST_038,YU
VMC STATION- PLAT 2,Vaughan Metropolitan Centre,ST_038,YU
VMC TO EGLINTON STATIO,Vaughan Metropolitan Centre,ST_038,YU
VMC TO LAWRENCE,Vaughan Metropolitan Centre,ST_038,YU
W/O WARDEN TO E/O KENN,Warden,ST_065,BD
WARDEN AND ST CLAIR,Warden,ST_065,BD
WARDEN STATION,Warden,ST_065,BD
WARDEN STATION (APPROA,Warden,ST_065,BD
WARDEN STATION (DEPART,Warden,ST_065,BD
WARDEN STATION (ENTERI,Warden,ST_065,BD
WARDEN STATION (LEAVIN,Warden,ST_065,BD
WARDEN TO KENNEDY,Warden,ST_065,BD
WARDEN TO VICTORIA PAR,Warden,ST_065,BD
WEEKEND CLOSURE - WOOD,Unknown,ST_000,BD
WEEKEND CLOSURE ISLING,Unknown,ST_000,BD
WEEKEND CLOSURE SHEPPA,Unknown,ST_000,YU
WEEKEND CLOSURE- ST AN,Unknown,ST_000,YU
WEEKEND CLOSURE- ST GE,Unknown,ST_000,YU
WELBECK,Unknown,ST_000,SHP
WELBECK EE,Unknown,ST_000,YU
WELLBECK EE,Unknown,ST_000,SHP
WELLESLEY STATION,Wellesley,ST_012,YU
WELLSELEY STATION,Wellesley,ST_012,YU
WILFRED EE,Unknown,ST_000,SHP
WILFRED EEB,Unknown,ST_000,SHP
WILFRED EMERGENCY EXIT,Unknown,ST_000,SHP
WILSON CAR HOUSE,Wilson,ST_031,YU
WILSON CARHOUSE,Wilson,ST_031,YU
WILSON DIVISION,Wilson,ST_031,YU
WILSON GARAGE,Wilson,ST_031,YU
WILSON HOLSER,Wilson,ST_031,YU
WILSON HOSTLER,Wilson,ST_031,YU
WILSON HOSTLER - 2,Wilson,ST_031,YU
WILSON HOSTLER 2,Wilson,ST_031,YU
WILSON HUSTLER ONE,Wilson,ST_031,YU
WILSON NORTH HOSTLER,Wilson,ST_031,YU
WILSON PLANT T&S,Wilson,ST_031,YU
WILSON SOUTH HOSLER,Wilson,ST_031,YU
WILSON SOUTH HOSTLER,Wilson,ST_031,YU
WILSON STATION,Wilson,ST_031,YU
WILSON STATION APPROAC,Wilson,ST_031,YU
WILSON T & S,Wilson,ST_031,YU
WILSON T&S BUILDING,Wilson,ST_031,YU
WILSON TO LAWRENCE WES,Wilson,ST_031,YU
WILSON TO SHEPPARD WES,Wilson,ST_031,YU
WILSON TO ST CLAIR STA,Wilson,ST_031,YU
WILSON TRACK & STRUCTU,Wilson,ST_031,YU
WILSON TRACK AND STRUC,Wilson,ST_031,YU
WILSON TRAINING CENTER,Wilson,ST_031,YU
WILSON TRAINING CENTRE,Wilson,ST_031,YU
WILSON YARD,Wilson,ST_031,YU
WILSON YARD (TRACK 43),Wilson,ST_031,YU
WILSON YARD - 26 TRACK,Wilson,ST_031,YU
WILSON YARD - NORTH HO,Wilson,ST_031,YU
WILSON YARD - WALKWAY,Wilson,ST_031,YU
WILSON YARD CARHOUSE,Wilson,ST_031,YU
WILSON YARD HOSTLER #2,Wilson,ST_031,YU
WILSON YARD HOSTLER 2,Wilson,ST_031,YU
WILSON YARD TRACK 3,Wilson,ST_031,YU
WILSON YARD- WILSON GA,Wilson,ST_031,YU
WISLON STATION,Wilson,ST_031,YU
WOODBINE - KENNEDY,Woodbine,ST_062,BD
WOODBINE STATION,Woodbine,ST_062,BD
WOODBINE STATION (APPR,Woodbine,ST_062,BD
WOODBINE STATION (LEAV,Woodbine,ST_062,BD
WOODBINE STATION LEAVI,Woodbine,ST_062,BD
WOODBINE STATION TO BR,Woodbine,ST_062,BD
WOODBINE STATION TO CO,Woodbine,ST_062,BD
WOODBINE STATION TO KE,Woodbine,ST_062,BD
WOODBINE TO BROADVIEW,Woodbine,ST_062,BD
WOODBINE TO COXWELL,Woodbine,ST_062,BD
WOODBINE TO KENNEDY,Woodbine,ST_062,BD
WOODBINE TO KENNEDY ST,Woodbine,ST_062,BD
YONGE,Unknown,ST_000,BD
YONGE & BLOOR STATION,Bloor-Yonge,ST_011,YU
YONGE - UNIVERSITY AND,Bloor-Yonge,ST_011,YU
YONGE - UNIVERSITY LIN,Unknown,ST_000,YU
YONGE - UNIVERSITY SUB,Unknown,ST_000,YU
YONGE - UNIVERSITY- SP,Unknown,ST_000,YU
YONGE - UNIVERSITY/BLO,Unknown,ST_000,YU
YONGE -UNIVERSITY AND,Unknown,ST_000,YU
YONGE / UNIVERSITY / S,Unknown,ST_000,YU
YONGE / UNIVERSITY LIN,Unknown,ST_000,YU
YONGE AND BLOOR,Bloor-Yonge,ST_011,YU
YONGE AND BLOOR STATIO,Bloor-Yonge,ST_011,YU
YONGE AND DUNDAS,Dundas,ST_014,YU
YONGE AND EGLINTON (EG,Eglinton,ST_006,YU
YONGE AND SHEPPARD,Sheppard-Yonge,ST_003,YU
YONGE AND UNIVERSITY S,Unknown,ST_000,YU
YONGE BD STATION,Bloor-Yonge,ST_011,BD
YONGE BD STATION (LEAV,Bloor-Yonge,ST_011,BD
YONGE BD STATION (ON R,Bloor-Yonge,ST_011,BD
YONGE BD STATION TO CO,Bloor-Yonge,ST_011,BD
YONGE BD TO PAPE STATI,Bloor-Yonge,ST_011,BD
YONGE SHEPPARD STATION,Sheppard-Yonge,ST_003,YU
YONGE SHEPPARD TO EGLI,Sheppard-Yonge,ST_003,YU
YONGE STATION,Bloor-Yonge,ST_011,BD
YONGE STATION TO CHEST,Unknown,ST_000,BD
YONGE STATION TO GREEN,Unknown,ST_000,BD
YONGE UNIVERISTY LINE,Unknown,ST_000,YU
YONGE UNIVERISTY SUBWA,Unknown,ST_000,YU
YONGE UNIVERSITTY - BL,Unknown,ST_000,YU
YONGE UNIVERSITY,Unknown,ST_000,YU
YONGE UNIVERSITY - BLO,Unknown,ST_000,YU
YONGE UNIVERSITY - SPA,Unknown,ST_000,YU
YONGE UNIVERSITY / BLO,Unknown,ST_000,YU
YONGE UNIVERSITY AND B,Bloor-Yonge,ST_011,YU
YONGE UNIVERSITY BLOOR,Bloor-Yonge,ST_011,YU
YONGE UNIVERSITY LINE,Bloor-Yonge,ST_011,YU
YONGE UNIVERSITY LINE/,Unknown,ST_000,YU
YONGE UNIVERSITY SPADI,Bloor-Yonge,ST_011,YU
YONGE UNIVERSITY SUBWA,Bloor-Yonge,ST_011,YU
"YONGE UNIVERSITY, LINE",Unknown,ST_000,YU
YONGE UNIVERSITY/ BLOO,Unknown,ST_000,YU
YONGE UNIVERSITY/BLOOR,Bloor-Yonge,ST_011,YU
YONGE UNIVERSTY SUBWAY,Unknown,ST_000,YU
YONGE UNIVERVISTY SUBW,Unknown,ST_000,YU
YONGE UNIVESITY LINE,Bloor-Yonge,ST_011,YU
YONGE UNIVESITY LINE 1,Unknown,ST_000,YU
YONGE UNIVRESITY/BLOOR,Bloor-Yonge,ST_011,YU
YONGE- UNIVERSITY AND,Bloor-Yonge,ST_011,YU
YONGE- UNIVERSITY SPAD,Unknown,ST_000,YU
YONGE- UNIVERSTIY AND,Unknown,ST_000,YU
YONGE-BLOOR,Bloor-Yonge,ST_011,YU
YONGE-DUNDAS SQUARE,Dundas,ST_014,YU
YONGE-SHEPPARD STATION,Sheppard-Yonge,ST_003,YU
YONGE-UNIVERISTY & BLO,Unknown,ST_000,YU
YONGE-UNIVERISTY AND B,Unknown,ST_000,YU
YONGE-UNIVERISTY-SPADI,Unknown,ST_000,YU
YONGE-UNIVERSITY,Unknown,ST_000,YU
YONGE-UNIVERSITY & BLO,Unknown,ST_000,YU
YONGE-UNIVERSITY AND B,Bloor-Yonge,ST_011,YU
YONGE-UNIVERSITY LINE,Bloor-Yonge,ST_011,YU
YONGE-UNIVERSITY SPADI,Unknown,ST_000,YU
YONGE-UNIVERSITY SUBWA,Bloor-Yonge,ST_011,YU
YONGE-UNIVERSITY-SPADI,Bloor-Yonge,ST_011,YU
YONGE-UNIVERSITY/BLOOR,Bloor-Yonge,ST_011,YU
YONGE-UNIVERSTY AND BL,Unknown,ST_000,YU
YONGE/SHEPPARD,Sheppard-Yonge,ST_003,YU
YONGE/UNIVERSITY - LIN,Unknown,ST_000,YU
YONGE/UNIVERSITY AND B,Bloor-Yonge,ST_011,YU
YONGE/UNIVERSITY LINE,Unknown,ST_000,YU
YONGE/UNIVERSITY SUBWA,Unknown,ST_000,YU
YONGE/UNIVERSITY/SPADI,Unknown,ST_000,YU
YORK MILLS (APPROACHIN,York Mills,ST_004,YU
YORK MILLS AND EGLINTO,York Mills,ST_004,YU
YORK MILLS CENTRE TRAC,York Mills,ST_004,YU
YORK MILLS STATION,York Mills,ST_004,YU
YORK MILLS STATION (AP,York Mills,ST_004,YU
YORK MILLS STATION (EN,York Mills,ST_004,YU
YORK MILLS STATION - C,York Mills,ST_004,YU
YORK MILLS STATION TO,York Mills,ST_004,YU
YORK MILLS STATION(APP,York Mills,ST_004,YU
YORK MILLS TO EGLINTON,York Mills,ST_004,YU
YORK MILLS TO SHEPPARD,York Mills,ST_004,YU
YORK MILLS TO ST CLAIR,York Mills,ST_004,YU
YORK MILLS TO ST. CLAI,York Mills,ST_004,YU
YORK UNIVERISTY STATIO,York University,ST_035,YU
YORK UNIVERISTY TO PIO,York University,ST_035,YU
YORK UNIVERSITY,York University,ST_035,YU
YORK UNIVERSITY STATIO,York University,ST_035,YU
YORKDALE STATION,Yorkdale,ST_030,YU
YORKDALE TO LAWRENCE W,Yorkdale,ST_030,YU
YORKDALE TO WILSON,Yorkdale,ST_030,YU
YORKDLAE STATION,Yorkdale,ST_030,YU
YOUNG UNIVERSITY LINE,Bloor-Yonge,ST_011,YU
YOUNG UNIVERSITY SPADI,Bloor-Yonge,ST_011,YU
YOUNG-UNIVERSITY-SPADI,Bloor-Yonge,ST_011,YU
YOUNGE UNIVERSITY LINE,Bloor-Yonge,ST_011,YU
YOUNGE UNIVERSITY SPAD,Bloor-Yonge,ST_011,YU
YOUNGE-UNIVERSITY-SPAD,Bloor-Yonge,ST_011,YU
YU & BD LINES,Unknown,ST_000,YU
YU- YONGE-UNIVERSITY S,Unknown,ST_000,YU
YU-ST CLAIR STATION TO,St. Clair,ST_008,YU
YU/BD,Unknown,ST_000,YU
YUS AND BLOOR DANFORTH,Bloor-Yonge,ST_011,YU
YUS/ BD,Unknown,ST_000,YU
