station_id,station_name,latitude,longitude,neighborhood
7657,1 Market St,43.646993,-79.370666,Regent Park - Distillery
7658,King's Mill Park,43.649204,-79.493363,Bloor St W - High Park
7659,Amroth Ave / Danforth Ave,43.685613,-79.311683,Danforth
7660,285 Victoria St,43.656633,-79.379625,Financial District
7662,Beaty Ave / Queen St W,43.639311,-79.440814,Liberty Village - Queen West
7663,Kilgour Rd / Rumsey Rd,43.718039,-79.371914,Thorncliffe Park - Sunnybrook
7664,Sunnybrook Health Centre - L Wing,43.722680,-79.376440,Thorncliffe Park - Sunnybrook
7665,Sunnybrook Health Centre - S Wing,43.720998,-79.377456,Thorncliffe Park - Sunnybrook
7666,Dundas St W / St Helen's Ave - SMART,43.650422,-79.440765,College St - Harbord St
7667,Spadina Ave / Sussex Ave ,43.664028,-79.402979,U of T - Hospital Row
7668,Simcoe St / Dundas St W,43.655103,-79.389295,U of T - Hospital Row
7671,Yonge St / Montgomery Ave - SMART,43.709609,-79.399151,Mid Town
7675,1525 Dundas St W,43.649570,-79.432446,College St - Harbord St
7676,York University (Glendon Campus) - SMART,43.727365,-79.381425,Thorncliffe Park - Sunnybrook
7677,1303 Yonge St - SMART,43.684618,-79.392459,Davenport - Dupont
7678,York University Station (South) - SMART,43.773450,-79.500200,North York - York U
7679,York University Station (North),43.774100,-79.500500,North York - York U
7680,Princes' Blvd / Nunavut Rd,43.633352,-79.414363,Waterfront
7681,25 Booth Ave,43.654484,-79.341057,Leslieville - Woodbine
7682,Bathurst St / Front St W,43.641348,-79.401388,Fort York - Entertainment District
7684,Bay St / Harbour St ,43.642150,-79.377000,Waterfront
7685,King St W / Brant St,43.645102,-79.397450,Fort York - Entertainment District
7686,Lower Jarvis St / The Esplanade,43.647821,-79.370472,Regent Park - Distillery
7687,Bloor St W / Gladstone Ave - SMART,43.660202,-79.434273,Bloor St W / Annex
7688,High Park Blvd / Parkside Dr,43.644564,-79.457371,Bloor St W - High Park
7691,Christie St / Dupont St,43.671680,-79.421192,Davenport - Dupont
7692,85 Lee Ave,43.670069,-79.297133,Leslieville - Woodbine
7693,Mutual St / Shuter St,43.654920,-79.374961,Financial District
7694,Victoria Park Ave / Dawes Rd,43.706466,-79.295110,Scarborough - St. Clair
7695,Queen St E / Joseph Duggan Rd,43.667763,-79.308117,Leslieville - Woodbine
7696,Heyworth Cres / Kingston Rd,43.675081,-79.306870,Leslieville - Woodbine
7698,St. Clair Ave W / Caledonia Rd,43.675666,-79.453931,St Clair Ave W
7699,St Clair Ave W / Oakwood Ave,43.678177,-79.435364,St Clair Ave W
7700,St. Clair Ave W / Robina Ave,43.680050,-79.434690,St Clair Ave W
7701,Roncesvalles Ave / Fermanagh Ave,43.646314,-79.448794,College St - Harbord St
7702,111 Broadview Ave,43.659348,-79.349937,Leslieville - Woodbine
7703,Oak St / Sackville St,43.661364,-79.364117,Regent Park - Distillery
7704,24 Mountjoy Ave,43.680494,-79.330446,Danforth
7705,Colgate Ave / Carlaw Ave,43.662366,-79.341334,Leslieville - Woodbine
7706,Felstead Ave/Gillard Ave (Monarch Park),43.679135,-79.326316,Danforth
7707,Coronation Park (Martin Goodman Trail),43.635007,-79.403341,Waterfront
7708,101 Cedarvale Ave,43.686868,-79.311094,Danforth
7709,Beltline Trail / Yonge St,43.696230,-79.395043,Mid Town
7710,11 Spadina Rd,43.667725,-79.404137,Bloor St W / Annex
7711,Havelock St / Dewson St,43.655479,-79.430246,College St - Harbord St
7712,Queen St W / Shaw St,43.644246,-79.416104,Liberty Village - Queen West
7713,Temperance St / Bay St,43.650600,-79.381285,Financial District
7715,Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,Danforth
7716,Church St / The Esplanade,43.646925,-79.373319,Financial District
7717,Niagara St / Portland St,43.642453,-79.399590,Fort York - Entertainment District
7718,St. Andrew's Playground Park,43.646552,-79.399586,Fort York - Entertainment District
7719,Wolseley St / Augusta Ave,43.648420,-79.400519,Fort York - Entertainment District
7720,King St W / Portland St - SMART,43.644395,-79.400654,Fort York - Entertainment District
7721,Widmer St / King St W,43.646357,-79.391206,Fort York - Entertainment District
7724,Wellesley St E / Parliament St,43.668234,-79.370264,Church Wellesley / Yorkville
7728,Randolph Ave / Perth Ave,43.658550,-79.449766,Bloor St W / Annex
7729,265 Armadale Ave,43.650164,-79.482969,Bloor St W - High Park
7730,800 Fleet St (South),43.636710,-79.408805,Fort York - Entertainment District
7731,Victoria Park Ave / Kingston Rd,43.680350,-79.283570,Leslieville - Woodbine
7732,Kingston Rd / Warden Ave,43.688241,-79.270466,Scarborough - St. Clair
7733,Pharmacy Ave / Danforth Ave,43.692948,-79.283400,Scarborough - St. Clair
7734,Danforth Ave / Warden Ave,43.695019,-79.271807,Scarborough - St. Clair
7735,Birchcliff Ave / Kingston Rd,43.691688,-79.265027,Scarborough - St. Clair
7736,Birchmount Rd / Kingston Rd,43.694013,-79.262572,Scarborough - St. Clair
7737,Kingston Rd / Glen Everest Rd,43.697490,-79.256551,Scarborough - St. Clair
7738,Highview Ave / Kennedy Rd,43.702419,-79.256317,Scarborough - St. Clair
7739,Kingston Rd / Ridgemoor Ave,43.706436,-79.251044,Scarborough - St. Clair
7740,Sharpe St / Park St (Sandown Park),43.710597,-79.254118,Scarborough - St. Clair
7741,Howard Park Ave / Parkside Dr,43.648657,-79.458111,Bloor St W - High Park
7742,Eglinton Ave W / Prospect Cemetery,43.694150,-79.457826,Eglinton Ave W
7743,Eglinton Ave W / Gilbert Ave,43.692547,-79.463328,Eglinton Ave W
7744,Rogers Rd / Prospect Cemetery,43.683230,-79.455765,Eglinton Ave W
7745,Bert Robinson Park,43.688028,-79.460265,Eglinton Ave W
7746,Marlee Ave / York Beltline Trail,43.701630,-79.440990,Eglinton Ave W
7747,Eglinton Ave W / Ennerdale Rd,43.695032,-79.453030,Eglinton Ave W
7748,Bloor St W / Old Mill Trl,43.650169,-79.496335,Bloor St W - High Park
7749,Wendover Rd / Bloor St W (Green P),43.649200,-79.506020,Bloor St W - High Park
7750,Luttrell Ave / Danforth Ave,43.689766,-79.293953,Danforth
7751,Willingdon Blvd / Bloor St W (Green P),43.648170,-79.510392,Bloor St W - High Park
7752,1926 Lake Shore Blvd W,43.635764,-79.467492,Humber Bay Shores
7753,36 Park Lawn Rd,43.623692,-79.483813,Humber Bay Shores
7754,Walter Saunders Park,43.699327,-79.449363,Eglinton Ave W
7755,Park Lawn Rd / Berry Rd,43.636052,-79.493252,Bloor St W - High Park
7756,Tobermory Dr / Finch Corridor Trail,43.761817,-79.510705,North York - York U
7757,The Well,43.643025,-79.394301,Fort York - Entertainment District
7758,Driftwood Ave / Finch Corridor Trail,43.760362,-79.516278,North York - York U
7759,The Pond Rd / Shoreham Dr,43.772445,-79.511912,North York - York U
7760,Grand Avenue Park,43.623708,-79.490054,Humber Bay Shores
7761,Moss Park,43.655972,-79.370638,Regent Park - Distillery
7762,College St / Henry St ,43.659153,-79.394795,U of T - Hospital Row
7765,St. John's Rd / Dundas St W,43.665268,-79.475021,Bloor St W - High Park
7766,Albany Ave / Bloor St W,43.665541,-79.410103,Annex Efit drop off
7767,Pioneer Village Subway Station,43.776490,-79.508536,North York - York U
7768,Armoury St / Chestnut St,43.653518,-79.385911,Financial District
7769,Lake Shore Blvd W / Brow Dr,43.591410,-79.544182,Humber Bay Shores
7770,Spadina Ave / Sullivan St,43.650828,-79.396981,Fort York - Entertainment District
7771,St. Clair Ave W / Osler St,43.673927,-79.460685,St Clair Ave W
7772,Simcoe St / King St W,43.647508,-79.386044,Financial District
7773,Grenoble Dr / Gateway Blvd,43.715132,-79.334136,Thorncliffe Park - Sunnybrook
7774,Grenoble Dr / Deauville Ln,43.716497,-79.330894,Thorncliffe Park - Sunnybrook
7775,Grenoble Dr / Vendome Pl,43.715538,-79.328114,Thorncliffe Park - Sunnybrook
7776,Ferrand Dr / Rochefort Dr,43.719633,-79.332000,Thorncliffe Park - Sunnybrook
7777,Thorncliffe Park Dr / Leaside Park Trail,43.704004,-79.348070,Thorncliffe Park - Sunnybrook
7778,75 Thorncliffe Park Dr,43.705183,-79.342247,Thorncliffe Park - Sunnybrook
7779,165 McRae Dr,43.705875,-79.368006,Thorncliffe Park - Sunnybrook
7780,Mount Pleasant Rd / Davisville Ave - SMART,43.700882,-79.387360,Mid Town
7781,St. Clair Ave W / Avenue Rd ,43.686889,-79.400995,Mid Town
7782,Downsview Park Subway Station - SMART,43.753107,-79.479626,North York - York U
7783,60 Carl Hall Rd - SMART,43.747964,-79.475212,North York - York U
7784,Downsview Park Blvd / Keele St  - SMART,43.736738,-79.482272,North York - York U
7785,Keele St / Dovehouse Ave - SMART,43.749450,-79.486966,North York - York U
7787,HTO Park West,43.637371,-79.389770,Waterfront
7788,Queens Quay E / Lower Jarvis St ,43.643928,-79.368730,Waterfront
7790,Lynn Williams St / Pirandello St ,43.639125,-79.414232,Liberty Village - Queen West
7791,Ossington Ave / Bruce St,43.645702,-79.419332,Liberty Village - Queen West
7792,Gladstone Ave / Queen St W,43.643141,-79.427280,West
7794,York St / Harbour St (Love Park),43.641017,-79.380359,Waterfront
7796,Dundas St E / River St,43.661152,-79.358505,Regent Park - Distillery
7798,Shuter St/River St,43.659296,-79.358035,Regent Park - Distillery
7799,Danforth Ave / Danforth Rd,43.693622,-79.277105,Scarborough - St. Clair
7800,Brimley Rd / McCowan District Park,43.727041,-79.243914,Scarborough - Rouge Hill
7801,Parkcrest Dr / Kingston Rd,43.735967,-79.219952,Scarborough - Rouge Hill
7802,King St W / Jameson Ave - SMART,43.637358,-79.436180,Liberty Village - Queen West
7803,Scarborough Soccer Centre,43.715466,-79.287660,Scarborough - St. Clair
7804,Lansdowne Ave / Seaforth Ave ,43.642904,-79.437461,West
7805,Pharmacy Ave / Teesdale Pl,43.697356,-79.285287,Scarborough - St. Clair
7806,Danforth Rd / Birchmount Rd ,43.706880,-79.268510,Scarborough - St. Clair
7807,552 Birchmount Rd,43.711763,-79.270282,Scarborough - St. Clair
7808,Eastgate Cres / Pharmacy Ave ,43.711044,-79.291273,Scarborough - St. Clair
7809,Firvalley Ct / Warden Ave,43.703211,-79.278715,Scarborough - St. Clair
7810,Avenue Rd / Cumberland St ,43.669822,-79.394446,Church Wellesley / Yorkville
7811,Midland Ave / Kingston Rd,43.712858,-79.248709,Scarborough - St. Clair
7812,Bellamy Rd S / Kingston Rd,43.732328,-79.224966,Scarborough - Rouge Hill
7813,Yonge St / Merton St ,43.696275,-79.396294,Mid Town
7814,Fenwood Ht / Kingston Rd,43.726902,-79.229204,Scarborough - Rouge Hill
7815,Avenue Rd / Macpherson Ave ,43.677944,-79.398363,Davenport - Dupont
7816,Bay St / Dundas St W,43.655351,-79.383460,Financial District
7817,Shaw St / King St W,43.641256,-79.415030,Liberty Village - Queen West
7818,Soudan Ave / Yonge St ,43.704310,-79.397282,Mid Town
7819,Avenue Rd / Oxton Ave ,43.697112,-79.405373,Mid Town
7820,1612 Danforth Ave ,43.683708,-79.322625,Danforth
7821,Lisgar St / Queen St W - SMART,43.642992,-79.423559,Liberty Village - Queen West
7822,Leslie St / Commissioners St  ,43.657275,-79.326615,Leslieville - Woodbine
7824,Warden Subway Station,43.711611,-79.280556,Scarborough - St. Clair
7825,Kingston Rd / Scarborough Golf Club Rd,43.745311,-79.209707,Scarborough - Rouge Hill
7826,Greenwood Ave / Gerrard St E,43.670369,-79.327827,Leslieville - Woodbine
7827,Chatham Ave / Byron Ave,43.679868,-79.334246,Danforth
7828,Wakunda Pl / O'Connor Dr,43.716020,-79.304709,Scarborough - St. Clair
7830,Plaxton Dr / St. Clair Ave E,43.707518,-79.302521,Scarborough - St. Clair
7831,Victoria Park Ave / Edge Park Ave,43.717679,-79.299616,Scarborough - St. Clair
7832,Finch Subway Station ,43.781877,-79.415285,North York - Willowdale
7833,Glencairn Subway Station,43.709258,-79.441691,Eglinton Ave W
7834,Glen Long Community Centre,43.708210,-79.456278,Eglinton Ave W
7835,Caledonia Rd / Lotherton Pathway,43.707564,-79.465715,Eglinton Ave W
7836,Harvie Ave / Rogers Rd,43.684020,-79.452979,Eglinton Ave W
7837,Ling Rd / Morningside Ave,43.766664,-79.185218,Scarborough - Rouge Hill
7838,Lake Shore Blvd W / Legion Rd,43.620526,-79.483202,Humber Bay Shores
7839,Lake Shore Blvd W / Seventeenth St,43.598419,-79.515611,Humber Bay Shores
7840,Mabelle Park,43.645389,-79.527682,Bloor St W - High Park
7841,Islington Subway Station (Aberfoyle Cres),43.645659,-79.523399,Bloor St W - High Park
7842,Lake Shore Blvd W / Long Branch Ave,43.594458,-79.533874,Humber Bay Shores
7843,Uno Dr / The Queensway,43.626493,-79.503582,Humber Bay Shores
7844,Second St / Lake Shore Blvd W,43.601915,-79.499419,Humber Bay Shores
7845,Sixth St / Lake Shore Blvd W,43.601162,-79.504160,Humber Bay Shores
7846,Bloor St W / Dundas St W (2),43.642852,-79.531995,Bloor St W - High Park
7848,Gerrard St E / Nasmith Ave ,43.662736,-79.362531,Regent Park - Distillery
7849,Viewmount Park,43.707356,-79.437231,Eglinton Ave W
7850,Maud St / Adelaide St W - SMART,43.646015,-79.399605,Fort York - Entertainment District
7851,Keele St / Ingram Dr,43.698707,-79.475659,Eglinton Ave W
7852,York Recreation Centre,43.688153,-79.482198,Eglinton Ave W
7853,Trethewey Dr / Black Creek Dr,43.695498,-79.488094,Eglinton Ave W
7854,Jane St / Haney Ave,43.674346,-79.494844,Eglinton Ave W
7855,Scarlett Rd / Eileen Ave,43.668511,-79.500765,West
7856,Scarlett Rd / Old Scarlett Rd ,43.678276,-79.506673,Eglinton Ave W
7857,Eglinton Ave W / Venn Cres,43.691439,-79.469086,Eglinton Ave W
7858,Rogers Rd / Bicknell Ave,43.681895,-79.473638,Eglinton Ave W
7859,Mallaby Park ,43.706191,-79.532628,Eglinton Ave W
7860,Cruickshank Park,43.702386,-79.525948,Eglinton Ave W
7861,Emmett Ave,43.687355,-79.506233,Eglinton Ave W
7862,Jane St / Weston Rd,43.691445,-79.501546,Eglinton Ave W
7863,Jane St / Queens Dr,43.706738,-79.504775,Eglinton Ave W
7864,Sussex Ave / St George St,43.665304,-79.399383,U of T - Hospital Row
7865,2700 Eglinton Ave W,43.690746,-79.478201,Eglinton Ave W
7866,697 Lansdowne Ave ,43.659222,-79.442774,Bloor St W / Annex
7867,15 Price St ,43.679948,-79.389948,Davenport - Dupont
7868,Sheppard Ave W / Chesswood Dr,43.755584,-79.474460,North York - York U
7869,Sentinel Rd / Sheppard Ave W,43.743866,-79.491817,North York - York U
7870,Humber River Hospital ,43.725379,-79.487197,North York - York U
7871,Jane St / Lawrence Ave W,43.702340,-79.503474,Eglinton Ave W
7872,Keele St / Catford Rd,43.759193,-79.490010,North York - York U
7874,The Pond Rd / Ian Macdonald Blvd,43.770867,-79.498130,North York - York U
7875,Oakdale Community Centre,43.747515,-79.513257,North York - York U
7877,Jane St / Yorkwoods Gt,43.750302,-79.515776,North York - York U
7878,Weston Rd / Sheppard Ave W,43.732628,-79.538199,North York - York U
7880,Lindylou Rd / Lanyard Rd,43.748454,-79.550404,North York - York U
7881,Queens Quay E / Merchants' Wharf,43.646430,-79.361816,Waterfront
7883,Wynford Heights Cres / Concorde Pl,43.727498,-79.327142,Thorncliffe Park - Sunnybrook
7884,Bartley Park ,43.722112,-79.308648,Scarborough - St. Clair
7885,Brooklawn Ave / Kingston Rd,43.721761,-79.235914,Scarborough - Rouge Hill
7887,800 Fleet St (North),43.636829,-79.408842,Fort York - Entertainment District
7888,The Kingsway / Ashley Rd,43.662796,-79.519598,Bloor St W - High Park
7889,Dundas St W / Prince Edward Dr N,43.660324,-79.511544,Bloor St W - High Park
7890,60 Broadway Ave,43.710244,-79.395787,Mid Town
7891,Opposite 1103 Leslie St,43.720932,-79.349894,Thorncliffe Park - Sunnybrook
7892,Erskine Ave / Redpath Ave,43.712155,-79.394259,Mid Town
7893,Overlea Blvd / Thorncliffe Park Dr,43.707556,-79.342720,Thorncliffe Park - Sunnybrook
7894,Millwood Rd / Southvale Dr,43.702417,-79.361759,Thorncliffe Park - Sunnybrook
7895,Keele St / Lloyd Ave,43.671155,-79.467016,St Clair Ave W
7896,Arlington Parkette,43.691050,-79.432817,Eglinton Ave W
7897,50 Overlea Blvd,43.707225,-79.345324,Thorncliffe Park - Sunnybrook
7898,University Ave / Gerrard St W - SMART(South),43.657482,-79.389214,U of T - Hospital Row
7899,Queens Park Cres / College St ,43.660181,-79.390833,U of T - Hospital Row
7900,Simcoe St / Elm St,43.656039,-79.389704,U of T - Hospital Row
7901,Bloor St W / Kingsmill Rd,43.649279,-79.503130,Bloor St W - High Park
7902,Gunns Rd / Lavender Creek Trail,43.675532,-79.471997,Eglinton Ave W
7903,St. Clair Ave W / Symes Rd,43.670042,-79.478942,St Clair Ave W
7904,Palmerston Blvd / Lennox St,43.663351,-79.413128,Bloor St W / Annex
7906,Princess St / Front St E,43.650298,-79.366485,Regent Park - Distillery
7907,365 Lippincott St,43.664948,-79.409470,Bloor St W / Annex
7909,E.T Seton Park - South ,43.705035,-79.335473,Thorncliffe Park - Sunnybrook
7910,Eglinton Ave E / Brentcliffe Rd,43.714306,-79.360890,Thorncliffe Park - Sunnybrook
7911,King St W / York St (2),43.647969,-79.383170,Financial District
7912,Joe Shuster Way / King St W ,43.640397,-79.423742,Liberty Village - Queen West
7913,St. George St / Willcocks St,43.662453,-79.397838,U of T - Hospital Row
7914,York St / Wellington St W (2),43.647043,-79.383141,Financial District
7915,Rogers Rd / Watt Ave,43.682337,-79.468059,Eglinton Ave W
7916,University Ave / Pearl St ,43.648368,-79.385351,Financial District
7917,King St W / University Ave,43.647818,-79.384280,Financial District
7918,Albion Rd/ Arcot Blvd,43.727622,-79.552549,North York - York U
7919,Armel Ct / Albion Rd,43.721533,-79.545583,North York - York U
7920,75 Tandridge Cres,43.729578,-79.546998,North York - York U
7922,35 Erindale Ave,43.677290,-79.357410,Danforth
7923,Trethewey Dr / Jane St,43.697417,-79.500798,Eglinton Ave W
7924,Duncan St / Adelaide St W - SMART,43.648131,-79.388581,Fort York - Entertainment District
7925,Niagara St / King St W - SMART,43.642813,-79.407514,Fort York - Entertainment District
7926,McRae Dr / Laird Dr - SMART,43.709793,-79.363892,Thorncliffe Park - Sunnybrook
7927,Strachan Ave / East Liberty St - SMART,43.639065,-79.410810,Liberty Village - Queen West
7928,Simcoe St / Pullan Pl,43.651053,-79.387649,Financial District
7929,Spadina Ave / Bulwer St- SMART ,43.649354,-79.396757,Fort York - Entertainment District
7930,Dunn Ave / Queen St W,43.639523,-79.433960,Liberty Village - Queen West
7931,Symes Rd / Glen Scarlett Rd - SMART,43.673392,-79.477984,Eglinton Ave W
7932,Boston Ave / Queen St E- SMART,43.661602,-79.338946,Leslieville - Woodbine
7933,Elizabeth St / Elm St,43.657091,-79.385937,Valet Stations
7934,19 Glendora Ave,43.759211,-79.409604,North York - Willowdale
7935,Ramsden Park,43.676185,-79.389625,Davenport - Dupont
7936,Adelaide St W / Bay St (South),43.650116,-79.379531,Financial District
7937,Adelaide St W / Yonge St,43.650380,-79.378728,Financial District
7938,Portland St / Wellington St W,43.642902,-79.399370,Fort York - Entertainment District
7939,Princes' Gates,43.634673,-79.408973,Waterfront
7940,Lillian St / Soudan Ave - SMART,43.706073,-79.393562,Mid Town
7941,Hanna Ave / Snooker St,43.639547,-79.420022,Liberty Village - Queen West
7942,Hillsdale Ave E / Mount Pleasant Rd,43.705121,-79.389027,Mid Town
7943,OCAD University,43.652316,-79.390912,Fort York - Entertainment District
7944,Harbord St / Grace St (Bickford Park),43.659954,-79.417874,College St - Harbord St
7945,Front St W / Spadina Ave,43.642355,-79.395198,Fort York - Entertainment District
7946,Richmond St W / Bathurst St,43.646667,-79.402996,Fort York - Entertainment District
7947,Niagara St / Queen St W ,43.645729,-79.409907,Liberty Village - Queen West
7948,Bathurst St / Housey St,43.637819,-79.400132,Fort York - Entertainment District
7949,Thompson St / Carroll St,43.659071,-79.352401,Leslieville - Woodbine
7950,Crawford St / Lobb Ave,43.646549,-79.415589,Liberty Village - Queen West
7951,Fort York Blvd / Grand Magazine St,43.637588,-79.403142,Fort York - Entertainment District
7952,Adelaide St W / York St ,43.649192,-79.383632,Financial District
7953,Church St / Shuter St,43.655057,-79.376510,Financial District
7954,Adelaide St E / Parliament St,43.653783,-79.363360,Regent Park - Distillery
7955,Wellesley St E / Jarvis St,43.666205,-79.379012,Church Wellesley / Yorkville
7956,Benshire Dr / The Meadoway,43.761741,-79.244740,Scarborough - Rouge Hill
7957,Brimley Rd / Lawrence Ave E ,43.754049,-79.255317,Scarborough - Rouge Hill
7958,Centennial College (Ashtonbee Campus),43.730036,-79.292004,Scarborough - St. Clair
7959,Bellamy Rd N / The Meadoway,43.765073,-79.238354,Scarborough - Rouge Hill
7960,Markham Rd / The Meadoway ,43.771219,-79.229565,Scarborough - Rouge Hill
7961,Ellesmere Rd / Markham Rd,43.776829,-79.230500,Scarborough - Rouge Hill
7962,Slan Ave / Scarborough Golf Club Rd,43.773273,-79.219715,Scarborough - Rouge Hill
7963,Cedar Dr / Eglinton Ave E,43.744208,-79.215646,Scarborough - Rouge Hill
7964,Kennedy Rd/Ranstone Gdns (Jack Goodlad Park),43.741906,-79.271819,East
7965,Eglinton Ave E / Brimley Rd,43.736953,-79.247984,Scarborough - Rouge Hill
7966,Albany Ave / Dupont St,43.673489,-79.413395,Davenport - Dupont
7967,Gordonridge Pl / Danforth Rd,43.727291,-79.252379,Scarborough - Rouge Hill
7968,McCowan Rd / Trudelle St,43.740339,-79.239353,Scarborough - Rouge Hill
7969,Bayview Ave / Finch Recreational Trail,43.789069,-79.393151,North York - Willowdale
7970,Willowdale Ave / Bishop Ave ,43.783873,-79.407868,North York - Willowdale
7971,Talbot Rd / Finch Hydro Corridor,43.782253,-79.423671,North York - Willowdale
7972,Eglinton Ave E / Mason Rd ,43.742037,-79.224887,Scarborough - Rouge Hill
7973,Lawrence Ave E / Don Mills Trail,43.734582,-79.354854,Thorncliffe Park - Sunnybrook
7974,Kempford Blvd / Yonge St,43.776857,-79.415116,North York - Willowdale
7975,Empress Ave / Yonge St,43.769395,-79.412665,North York - Willowdale
7976,Yonge St / Sheppard Ave E,43.761286,-79.410716,North York - Willowdale
7977,Leslie Subway Station,43.770379,-79.367027,North York - Willowdale
7978,Yonge St / North York Blvd,43.767266,-79.412635,North York - Willowdale
7979,Bond Ave / Don Mills Trail,43.744758,-79.353481,Thorncliffe Park - Sunnybrook
7981,Duncan Mill Rd / Valleybrook Dr,43.761671,-79.352583,Thorncliffe Park - Sunnybrook
7982,Finch Ave W / Wilmington Ave,43.770602,-79.459976,North York - York U
7983,York Mills Rd / Lesmill Rd,43.754922,-79.351748,Thorncliffe Park - Sunnybrook
7984,Lake Shore Blvd W / Bathurst St,43.636756,-79.399205,Fort York - Entertainment District
7985,Hawksbury Dr / Sheppard Ave E ,43.768162,-79.383121,North York - Willowdale
7986,Sheppard Ave E / Leslie St,43.771148,-79.363812,North York - Willowdale
7987,Shaughnessy Blvd / Sheppard Ave E,43.773515,-79.353062,North York - Willowdale
7988,Brahms Ave / Finch Ave E,43.792363,-79.358363,North York - Willowdale
7989,Don Mills Rd / Fairview Mall Dr,43.778886,-79.348372,North York - Willowdale
7990,Don Mills Rd / Goodview Rd,43.783944,-79.353250,North York - Willowdale
7991,Kingston Rd / Markham Rd,43.738784,-79.217465,Scarborough - Rouge Hill
7992,Fairglen Cres / Weston Rd,43.708767,-79.534452,Eglinton Ave W
7993,Wells St / Brunswick Ave,43.671052,-79.409048,Bloor St W / Annex
7994,Eglinton Ave E / Victoria Park Ave,43.724861,-79.303513,Scarborough - St. Clair
7995,Eglinton Ave W / Oakwood Ave,43.697050,-79.443760,Eglinton Ave W
7996,Scarborough GO Station,43.717047,-79.254610,Scarborough - St. Clair
7997,3220 Bloor St W,43.646187,-79.517625,West
7998,Eglinton West Subway Station,43.698671,-79.436807,Eglinton Ave W
7999,Lawrence Ave W / Marlee Ave,43.715553,-79.446154,Eglinton Ave W
8000,16 Riverview Gardens ,43.648837,-79.486753,Bloor St W - High Park
8001,Union Station (North),43.645650,-79.381163,Union
8002,Grantbrook St / Finch Hydro Corridor Trail,43.780468,-79.432804,North York - Willowdale
8003,Tecumseth St / Tecumseth Pl,43.642698,-79.404999,Fort York - Entertainment District
8004,21 Pleasant Blvd (1),43.687212,-79.392696,Mid Town
8005,21 Pleasant Blvd (2),43.687204,-79.392697,Mid Town
8006,803 Richmond St W,43.644382,-79.410853,Liberty Village - Queen West
8007,385 Pacific Ave,43.665109,-79.468336,Bloor St W - High Park
8008,Brookdale Ave / Yonge St,43.729920,-79.403727,Thorncliffe Park - Sunnybrook
8009,1 Shortt St,43.695930,-79.451901,Eglinton Ave W
8010,Finch Ave W / Bathurst St,43.773561,-79.444048,North York - York U
8011,33 Queen St E,43.652320,-79.376849,Financial District
8012,Cherry St / Polson St,43.643321,-79.351209,Waterfront
8013,Logan Ave / Eastern Ave - SMART,43.657926,-79.341435,Leslieville - Woodbine
8014,Wellington St W / Blue Jays Way,43.644734,-79.391690,Fort York - Entertainment District
8015,Spadina Ave / Dundas St W - SMART,43.652352,-79.398016,Fort York - Entertainment District
8016,Queens Quay E / Freeland St,43.642499,-79.372858,Waterfront
8017,Pharmacy Ave / Eglinton Ave E ,43.725345,-79.297687,Scarborough - St. Clair
8018,Saulter St / Queen St E - SMART,43.658977,-79.347153,Leslieville - Woodbine
8020,Euclid Ave / Queen St W - SMART,43.646568,-79.407687,Fort York - Entertainment District
8021,Torresdale Ave / Finch Ave W,43.772456,-79.451021,North York - York U
8022,Sunrise Ave / Victoria Park Ave,43.719409,-79.302261,Scarborough - St. Clair
8023,Shaw St / College St,43.655119,-79.420145,College St - Harbord St
8025,Front St E / Scott St (2),43.647624,-79.375525,Financial District
8026,Jack Layton Ferry Terminal,43.641032,-79.376704,Waterfront
8031,Ancaster Rd / Spalding Rd,43.733595,-79.466515,North York - York U
8032,Roding St / Nash Dr,43.728860,-79.492030,North York - York U
8033,Ridge Rd / Wilson Ave ,43.723787,-79.494163,North York - York U
8034,Exbury Rd / Jane St,43.729522,-79.510143,North York - York U
8035,Dubray Ave / Wilson Ave,43.728618,-79.478001,North York - York U
8036,Jane St / Sheppard Ave W,43.739013,-79.512863,North York - York U
8037,Bathurst St / Sheppard Ave W,43.755176,-79.438122,North York - York U
8038,Finch Ave E / Upper Don Recreational Trail ,43.788938,-79.374889,North York - Willowdale
8039,Ruddington Dr / Finch Recreational Trail,43.789782,-79.389886,North York - Willowdale
8040,Old Cummer GO Station,43.794423,-79.369259,North York - Willowdale
8041,Wilmington Ave / Kennard Ave,43.761158,-79.456000,North York - York U
8042,Fairview Mall Dr / Fairview Mall Dr E,43.779672,-79.342950,North York - Willowdale
8043,Birchmount Rd / The Meadoway,43.738932,-79.281180,Scarborough - St. Clair
8044,Scarborough Village Park,43.747151,-79.214502,Scarborough - Rouge Hill
8045,Prudential Dr / Midland Ave,43.749566,-79.265722,Scarborough - Rouge Hill
8046,Markham Rd / Cougar Crt,43.744989,-79.219444,Scarborough - Rouge Hill
8047,Lawrence Ave E / Overture Rd,43.765641,-79.199615,Scarborough - Rouge Hill
8048,Morningside Ave / Kingston Rd,43.769079,-79.187114,Scarborough - Rouge Hill
8049,YZD,43.736801,-79.468788,North York - York U
8050,Wilson Ave / Transit Rd (TTC Subway Station),43.733459,-79.453388,North York - York U
8051,Homewood Ave / Wellesley St E - SMART,43.666978,-79.375945,Church Wellesley / Yorkville
8052,Warden Ave / The Meadoway,43.735548,-79.290519,Scarborough - St. Clair
8053,Galloway Rd / Kingston Rd ,43.762472,-79.194693,Scarborough - Rouge Hill
